url,status_code,referrer
https://www.vidalibarraquer.net/moodle/auth/oauth2/login.php?id=1&wantsurl=https%3A%2F%2Fwww.vidalibarraquer.net%2Fmoodle%2F&sesskey=POiQ4aoLFx,404,https://www.vidalibarraquer.net/moodle
https://www.vidalibarraquer.net/edocuments/auth/oauth2/login.php?id=1&wantsurl=https%3A%2F%2Fwww.vidalibarraquer.net%2Fedocuments%2F&sesskey=ZVV5wjF4X1,404,http://www.vidalibarraquer.net/edocuments
